#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
37332,43560213,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210529,-
37332,61145037,NSERUTF1_RS00235,NSERUTF1_RS00235,NSERUTF1_0049,-,-,-,cutinase family protein,protein-coding,-,-,-,cutinase family protein,20210417,-
37332,61145038,NSERUTF1_RS00240,NSERUTF1_RS00240,NSERUTF1_0050,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210424,-
37332,61145039,NSERUTF1_RS00245,NSERUTF1_RS00245,NSERUTF1_0051,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145040,lysX,NSERUTF1_RS00250,NSERUTF1_0052,-,-,-,bifunctional lysylphosphatidylglycerol synthetase/lysine--tRNA ligase LysX,protein-coding,-,-,-,bifunctional lysylphosphatidylglycerol synthetase/lysine--tRNA ligase LysX,20210424,-
37332,61145041,NSERUTF1_RS00255,NSERUTF1_RS00255,NSERUTF1_0053,-,-,-,RNA-binding S4 domain-containing protein,protein-coding,-,-,-,RNA-binding S4 domain-containing protein,20210424,-
37332,61145042,rraA,NSERUTF1_RS00260,NSERUTF1_0054,-,-,-,ribonuclease E activity regulator RraA,protein-coding,-,-,-,ribonuclease E activity regulator RraA,20201230,-
37332,61145043,NSERUTF1_RS00265,NSERUTF1_RS00265,NSERUTF1_0055,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,protein-coding,-,-,-,nitroreductase family deazaflavin-dependent oxidoreductase,20210424,-
37332,61145044,NSERUTF1_RS00270,NSERUTF1_RS00270,NSERUTF1_0056,-,-,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20201228,-
37332,61145045,NSERUTF1_RS00275,NSERUTF1_RS00275,NSERUTF1_0057,-,-,-,DUF5313 family protein,protein-coding,-,-,-,DUF5313 family protein,20201226,-
37332,61145046,NSERUTF1_RS00280,NSERUTF1_RS00280,NSERUTF1_0058,-,-,-,SRPBCC family protein,protein-coding,-,-,-,SRPBCC family protein,20201230,-
37332,61145047,NSERUTF1_RS00285,NSERUTF1_RS00285,-,-,-,-,CopD family protein,protein-coding,-,-,-,CopD family protein,20210424,-
37332,61145048,NSERUTF1_RS00290,NSERUTF1_RS00290,-,-,-,-,copper resistance protein CopC,protein-coding,-,-,-,copper resistance protein CopC,20210424,-
37332,61145049,NSERUTF1_RS00295,NSERUTF1_RS00295,NSERUTF1_0060,-,-,-,YcnI family protein,protein-coding,-,-,-,YcnI family protein,20210424,-
37332,61145050,NSERUTF1_RS00300,NSERUTF1_RS00300,NSERUTF1_0061,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145051,NSERUTF1_RS00305,NSERUTF1_RS00305,NSERUTF1_0062,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145052,NSERUTF1_RS00310,NSERUTF1_RS00310,NSERUTF1_0064,-,-,-,TM0106 family RecB-like putative nuclease,protein-coding,-,-,-,TM0106 family RecB-like putative nuclease,20210424,-
37332,61145053,htpG,NSERUTF1_RS00315,NSERUTF1_0065,-,-,-,molecular chaperone HtpG,protein-coding,-,-,-,molecular chaperone HtpG,20201230,-
37332,61145054,NSERUTF1_RS00320,NSERUTF1_RS00320,NSERUTF1_0066,-,-,-,cold shock domain-containing protein,protein-coding,-,-,-,cold shock domain-containing protein,20201230,-
37332,61145055,NSERUTF1_RS00325,NSERUTF1_RS00325,NSERUTF1_0067,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20201230,-
37332,61145056,NSERUTF1_RS00330,NSERUTF1_RS00330,NSERUTF1_0068,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20201228,-
37332,61145057,NSERUTF1_RS00335,NSERUTF1_RS00335,-,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20201230,-
37332,61145058,NSERUTF1_RS00340,NSERUTF1_RS00340,NSERUTF1_0069,-,-,-,TMEM165/GDT1 family protein,protein-coding,-,-,-,TMEM165/GDT1 family protein,20201228,-
37332,61145059,NSERUTF1_RS00345,NSERUTF1_RS00345,NSERUTF1_0070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145060,NSERUTF1_RS00350,NSERUTF1_RS00350,NSERUTF1_0071,-,-,-,superoxide dismutase,protein-coding,-,-,-,superoxide dismutase,20201228,-
37332,61145061,msrA,NSERUTF1_RS00355,NSERUTF1_0072,-,-,-,peptide-methionine (S)-S-oxide reductase MsrA,protein-coding,-,-,-,peptide-methionine (S)-S-oxide reductase MsrA,20201230,-
37332,61145062,NSERUTF1_RS00360,NSERUTF1_RS00360,NSERUTF1_0073,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145063,NSERUTF1_RS00365,NSERUTF1_RS00365,NSERUTF1_0074,-,-,-,rhodanese-like domain-containing protein,protein-coding,-,-,-,rhodanese-like domain-containing protein,20201228,-
37332,61145064,NSERUTF1_RS00370,NSERUTF1_RS00370,-,-,-,-,DUF4328 domain-containing protein,protein-coding,-,-,-,DUF4328 domain-containing protein,20210424,-
37332,61145065,NSERUTF1_RS00375,NSERUTF1_RS00375,-,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
37332,61145066,NSERUTF1_RS00380,NSERUTF1_RS00380,NSERUTF1_0076,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145067,NSERUTF1_RS00385,NSERUTF1_RS00385,NSERUTF1_0077,-,-,-,ferritin,protein-coding,-,-,-,ferritin,20201228,-
37332,61145068,NSERUTF1_RS00390,NSERUTF1_RS00390,NSERUTF1_0078,-,-,-,IS630 family transposase,protein-coding,-,-,-,IS630 family transposase,20201228,-
37332,61145069,NSERUTF1_RS00395,NSERUTF1_RS00395,NSERUTF1_0079,-,-,-,LCP family protein,protein-coding,-,-,-,LCP family protein,20201228,-
37332,61145070,NSERUTF1_RS00400,NSERUTF1_RS00400,NSERUTF1_0080,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20210424,-
37332,61145071,NSERUTF1_RS00405,NSERUTF1_RS00405,NSERUTF1_0081,-,-,-,DUF2470 domain-containing protein,protein-coding,-,-,-,DUF2470 domain-containing protein,20210424,-
37332,61145072,NSERUTF1_RS00410,NSERUTF1_RS00410,NSERUTF1_0082,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145073,pheA,NSERUTF1_RS00415,NSERUTF1_0083,-,-,-,prephenate dehydratase,protein-coding,-,-,-,prephenate dehydratase,20201230,-
37332,61145074,NSERUTF1_RS00420,NSERUTF1_RS00420,NSERUTF1_0084,-,-,-,histidine phosphatase family protein,protein-coding,-,-,-,histidine phosphatase family protein,20210424,-
37332,61145075,NSERUTF1_RS00425,NSERUTF1_RS00425,NSERUTF1_0085,-,-,-,ESX secretion-associated protein EspG,protein-coding,-,-,-,ESX secretion-associated protein EspG,20210424,-
37332,61145076,NSERUTF1_RS00430,NSERUTF1_RS00430,NSERUTF1_0086,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145077,NSERUTF1_RS00435,NSERUTF1_RS00435,NSERUTF1_0087,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
37332,61145078,NSERUTF1_RS00440,NSERUTF1_RS00440,-,-,-,-,PPE domain-containing protein,protein-coding,-,-,-,PPE domain-containing protein,20210424,-
37332,61145079,NSERUTF1_RS00445,NSERUTF1_RS00445,NSERUTF1_0088,-,-,-,PE domain-containing protein,protein-coding,-,-,-,PE domain-containing protein,20201230,-
37332,61145080,NSERUTF1_RS00450,NSERUTF1_RS00450,NSERUTF1_0089,-,-,-,metallopeptidase family protein,protein-coding,-,-,-,metallopeptidase family protein,20201230,-
37332,61145081,NSERUTF1_RS00455,NSERUTF1_RS00455,NSERUTF1_0090,-,-,-,septum formation family protein,protein-coding,-,-,-,septum formation family protein,20210424,-
37332,61145082,NSERUTF1_RS00460,NSERUTF1_RS00460,NSERUTF1_0091,-,-,-,GMC family oxidoreductase N-terminal domain-containing protein,protein-coding,-,-,-,GMC family oxidoreductase N-terminal domain-containing protein,20201230,-
37332,61145083,serS,NSERUTF1_RS00465,NSERUTF1_0092,-,-,-,serine--tRNA ligase,protein-coding,-,-,-,serine--tRNA ligase,20201230,-
37332,61145084,NSERUTF1_RS00470,NSERUTF1_RS00470,NSERUTF1_0093,-,-,-,bifunctional diguanylate cyclase/phosphodiesterase,protein-coding,-,-,-,bifunctional diguanylate cyclase/phosphodiesterase,20201228,-
37332,61145085,NSERUTF1_RS00475,NSERUTF1_RS00475,NSERUTF1_0094,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201228,-
37332,61145086,NSERUTF1_RS00480,NSERUTF1_RS00480,NSERUTF1_0095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145087,NSERUTF1_RS00485,NSERUTF1_RS00485,NSERUTF1_0096,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20210605,-
37332,61145088,NSERUTF1_RS00490,NSERUTF1_RS00490,NSERUTF1_0097,-,-,-,redoxin domain-containing protein,protein-coding,-,-,-,redoxin domain-containing protein,20210424,-
37332,61145089,NSERUTF1_RS00495,NSERUTF1_RS00495,NSERUTF1_0098,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145090,NSERUTF1_RS00500,NSERUTF1_RS00500,NSERUTF1_0099,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201228,-
37332,61145091,NSERUTF1_RS00505,NSERUTF1_RS00505,NSERUTF1_0100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145092,NSERUTF1_RS00510,NSERUTF1_RS00510,NSERUTF1_0101,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,protein-coding,-,-,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,20201230,-
37332,61145093,NSERUTF1_RS00520,NSERUTF1_RS00520,NSERUTF1_0103,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210424,-
37332,61145094,NSERUTF1_RS00525,NSERUTF1_RS00525,NSERUTF1_0104,-,-,-,DUF397 domain-containing protein,protein-coding,-,-,-,DUF397 domain-containing protein,20210424,-
37332,61145095,NSERUTF1_RS00530,NSERUTF1_RS00530,NSERUTF1_0105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145096,NSERUTF1_RS00535,NSERUTF1_RS00535,NSERUTF1_0106,-,-,-,ABC transporter family substrate-binding protein,protein-coding,-,-,-,ABC transporter family substrate-binding protein,20201230,-
37332,61145097,NSERUTF1_RS00540,NSERUTF1_RS00540,NSERUTF1_0107,-,-,-,ABC transporter family substrate-binding protein,protein-coding,-,-,-,ABC transporter family substrate-binding protein,20201228,-
37332,61145098,NSERUTF1_RS00545,NSERUTF1_RS00545,NSERUTF1_0108,-,-,-,ABC transporter family substrate-binding protein,protein-coding,-,-,-,ABC transporter family substrate-binding protein,20201228,-
37332,61145099,NSERUTF1_RS00550,NSERUTF1_RS00550,NSERUTF1_0109,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201230,-
37332,61145100,NSERUTF1_RS00555,NSERUTF1_RS00555,NSERUTF1_0110,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201228,-
37332,61145101,NSERUTF1_RS00560,NSERUTF1_RS00560,NSERUTF1_0111,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201230,-
37332,61145102,NSERUTF1_RS00565,NSERUTF1_RS00565,NSERUTF1_0112,-,-,-,Cof-type HAD-IIB family hydrolase,protein-coding,-,-,-,Cof-type HAD-IIB family hydrolase,20210424,-
37332,61145103,NSERUTF1_RS00570,NSERUTF1_RS00570,NSERUTF1_0113,-,-,-,N-acetylmuramoyl-L-alanine amidase,protein-coding,-,-,-,N-acetylmuramoyl-L-alanine amidase,20210424,-
37332,61145104,NSERUTF1_RS00575,NSERUTF1_RS00575,NSERUTF1_0114,-,-,-,IS630 family transposase,protein-coding,-,-,-,IS630 family transposase,20210424,-
37332,61145105,NSERUTF1_RS00585,NSERUTF1_RS00585,NSERUTF1_0116,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210327,-
37332,61145106,NSERUTF1_RS00590,NSERUTF1_RS00590,NSERUTF1_0117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145107,NSERUTF1_RS00595,NSERUTF1_RS00595,NSERUTF1_0118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145108,NSERUTF1_RS00600,NSERUTF1_RS00600,NSERUTF1_0119,-,-,-,PE-PPE domain-containing protein,protein-coding,-,-,-,PE-PPE domain-containing protein,20210424,-
37332,61145109,NSERUTF1_RS00605,NSERUTF1_RS00605,NSERUTF1_0120,-,-,-,glycoside hydrolase family 25 protein,protein-coding,-,-,-,glycoside hydrolase family 25 protein,20201230,-
37332,61145110,NSERUTF1_RS00610,NSERUTF1_RS00610,NSERUTF1_0121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145111,NSERUTF1_RS00615,NSERUTF1_RS00615,NSERUTF1_0122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145112,NSERUTF1_RS00620,NSERUTF1_RS00620,NSERUTF1_0123,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201228,-
37332,61145113,NSERUTF1_RS00625,NSERUTF1_RS00625,NSERUTF1_0124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145114,NSERUTF1_RS00630,NSERUTF1_RS00630,NSERUTF1_0125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145115,NSERUTF1_RS00635,NSERUTF1_RS00635,NSERUTF1_0126,-,-,-,IS701 family transposase,protein-coding,-,-,-,IS701 family transposase,20201228,-
37332,61145116,NSERUTF1_RS00640,NSERUTF1_RS00640,NSERUTF1_0129,-,-,-,IS630 family transposase,protein-coding,-,-,-,IS630 family transposase,20201228,-
37332,61145117,NSERUTF1_RS00645,NSERUTF1_RS00645,NSERUTF1_0130,-,-,-,IS630 family transposase,protein-coding,-,-,-,IS630 family transposase,20210417,-
37332,61145118,NSERUTF1_RS00655,NSERUTF1_RS00655,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
37332,61145119,NSERUTF1_RS00660,NSERUTF1_RS00660,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145120,NSERUTF1_RS00665,NSERUTF1_RS00665,NSERUTF1_0131,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
37332,61145121,NSERUTF1_RS00670,NSERUTF1_RS00670,NSERUTF1_0132,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201230,-
37332,61145122,NSERUTF1_RS00675,NSERUTF1_RS00675,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145123,NSERUTF1_RS00680,NSERUTF1_RS00680,NSERUTF1_0133,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20201230,-
37332,61145124,NSERUTF1_RS00685,NSERUTF1_RS00685,NSERUTF1_0135,-,-,-,PIN domain nuclease,protein-coding,-,-,-,PIN domain nuclease,20201228,-
37332,61145125,NSERUTF1_RS00695,NSERUTF1_RS00695,NSERUTF1_0137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
37332,61145126,NSERUTF1_RS00700,NSERUTF1_RS00700,NSERUTF1_0138,-,-,-,DUF4189 domain-containing protein,protein-coding,-,-,-,DUF4189 domain-containing protein,20210424,-
37332,61145127,NSERUTF1_RS00705,NSERUTF1_RS00705,NSERUTF1_0139,-,-,-,MerR family transcriptional regulator,protein-coding,-,-,-,MerR family transcriptional regulator,20210424,-
37332,61145128,NSERUTF1_RS00710,NSERUTF1_RS00710,NSERUTF1_0140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
37332,61145129,NSERUTF1_RS00715,NSERUTF1_RS00715,NSERUTF1_0141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
37332,61145130,glf,NSERUTF1_RS00720,NSERUTF1_0142,-,-,-,UDP-galactopyranose mutase,protein-coding,-,-,-,UDP-galactopyranose mutase,20201230,-
37332,61145131,NSERUTF1_RS00725,NSERUTF1_RS00725,NSERUTF1_0143,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210424,-
37332,61145132,NSERUTF1_RS00730,NSERUTF1_RS00730,NSERUTF1_0144,-,-,-,phosphatase PAP2 family protein,protein-coding,-,-,-,phosphatase PAP2 family protein,20201228,-
37332,61145133,NSERUTF1_RS00735,NSERUTF1_RS00735,NSERUTF1_0145,-,-,-,decaprenyl-phosphate phosphoribosyltransferase,protein-coding,-,-,-,decaprenyl-phosphate phosphoribosyltransferase,20210424,-
37332,61145134,NSERUTF1_RS00740,NSERUTF1_RS00740,NSERUTF1_0146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
37332,61145135,NSERUTF1_RS00745,NSERUTF1_RS00745,NSERUTF1_0147,-,-,-,esterase family protein,protein-coding,-,-,-,esterase family protein,20201230,-
37332,61145136,NSERUTF1_RS00750,NSERUTF1_RS00750,NSERUTF1_0148,-,-,-,esterase family protein,protein-coding,-,-,-,esterase family protein,20201230,-
37332,61145137,NSERUTF1_RS00755,NSERUTF1_RS00755,NSERUTF1_0149,-,-,-,esterase family protein,protein-coding,-,-,-,esterase family protein,20201228,-
37332,61145138,NSERUTF1_RS00760,NSERUTF1_RS00760,NSERUTF1_0150,-,-,-,esterase family protein,protein-coding,-,-,-,esterase family protein,20201228,-
