#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2713304,55818628,HYQ38_gp002,HYQ38_gp002,maane_2,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210129,-
2713304,55818651,HYQ38_gp025,HYQ38_gp025,maane_25,-,-,-,prohead core scaffold protein,protein-coding,-,-,-,prohead core scaffold protein,20210403,-
2713304,55818652,HYQ38_gp026,HYQ38_gp026,maane_26,-,-,-,major head protein,protein-coding,-,-,-,major head protein,20210129,-
2713304,55818653,HYQ38_gp027,HYQ38_gp027,maane_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713304,55818654,HYQ38_gp028,HYQ38_gp028,maane_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818655,HYQ38_gp029,HYQ38_gp029,maane_29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818656,HYQ38_gp030,HYQ38_gp030,maane_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818657,HYQ38_gp031,HYQ38_gp031,maane_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818658,HYQ38_gp032,HYQ38_gp032,maane_32,-,-,-,putative GTP-binding protein,protein-coding,-,-,-,putative GTP-binding protein,20210129,-
2713304,55818659,HYQ38_gp033,HYQ38_gp033,maane_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818660,HYQ38_gp034,HYQ38_gp034,maane_34,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713304,55818661,HYQ38_gp035,HYQ38_gp035,maane_35,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20200910,-
2713304,55818662,HYQ38_gp036,HYQ38_gp036,maane_36,-,-,-,tail completion and sheath stabilizer protein,protein-coding,-,-,-,tail completion and sheath stabilizer protein,20200919,-
2713304,55818663,HYQ38_gp037,HYQ38_gp037,maane_37,-,-,-,putative DNA repair/recombination protein,protein-coding,-,-,-,putative DNA repair/recombination protein,20210306,-
2713304,55818664,HYQ38_gp038,HYQ38_gp038,maane_38,-,-,-,putative exonuclease,protein-coding,-,-,-,putative exonuclease,20210129,-
2713304,55818665,HYQ38_gp039,HYQ38_gp039,maane_39,-,-,-,RNA-DNA and DNA-DNA helicase,protein-coding,-,-,-,RNA-DNA and DNA-DNA helicase,20210306,-
2713304,55818666,HYQ38_gp040,HYQ38_gp040,maane_40,-,-,-,clamp loader subunit,protein-coding,-,-,-,clamp loader subunit,20210129,-
2713304,55818667,HYQ38_gp041,HYQ38_gp041,maane_41,-,-,-,sliding clamp protein,protein-coding,-,-,-,sliding clamp protein,20200919,-
2713304,55818668,HYQ38_gp042,HYQ38_gp042,maane_42,-,-,-,clamp loader subunit DNA polymerase accessory protein,protein-coding,-,-,-,clamp loader subunit DNA polymerase accessory protein,20200912,-
2713304,55818669,HYQ38_gp043,HYQ38_gp043,maane_43,-,-,-,DNA polymerase clamp loader subunit,protein-coding,-,-,-,DNA polymerase clamp loader subunit,20210313,-
2713304,55818670,HYQ38_gp044,HYQ38_gp044,maane_44,-,-,-,translational repressor,protein-coding,-,-,-,translational repressor,20200919,-
2713304,55818671,HYQ38_gp045,HYQ38_gp045,maane_45,-,-,-,putative nucleoside triphosphate pyrophosphohydrolase,protein-coding,-,-,-,putative nucleoside triphosphate pyrophosphohydrolase,20210129,-
2713304,55818672,HYQ38_gp046,HYQ38_gp046,maane_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
2713304,55818673,HYQ38_gp047,HYQ38_gp047,maane_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818674,HYQ38_gp048,HYQ38_gp048,maane_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713304,55818675,HYQ38_gp049,HYQ38_gp049,maane_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818676,HYQ38_gp050,HYQ38_gp050,maane_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713304,55818677,HYQ38_gp051,HYQ38_gp051,maane_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713304,55818678,HYQ38_gp052,HYQ38_gp052,maane_52,-,-,-,putative nicotinamide phosphoribosyl transferase,protein-coding,-,-,-,putative nicotinamide phosphoribosyl transferase,20210129,-
2713304,55818679,HYQ38_gp053,HYQ38_gp053,maane_53,-,-,-,putative nicotinamide phosphoribosyl transferase,protein-coding,-,-,-,putative nicotinamide phosphoribosyl transferase,20210129,-
2713304,55818680,HYQ38_gp054,HYQ38_gp054,maane_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818681,HYQ38_gp055,HYQ38_gp055,maane_55,-,-,-,putative vWa containing protein,protein-coding,-,-,-,putative vWa containing protein,20210306,-
2713304,55818682,HYQ38_gp056,HYQ38_gp056,maane_56,-,-,-,putative acyl carrier protein,protein-coding,-,-,-,putative acyl carrier protein,20210116,-
2713304,55818683,HYQ38_gp057,HYQ38_gp057,maane_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818684,HYQ38_gp058,HYQ38_gp058,maane_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818685,HYQ38_gp059,HYQ38_gp059,maane_59,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713304,55818686,HYQ38_gp060,HYQ38_gp060,maane_60,-,-,-,i-spanin,protein-coding,-,-,-,i-spanin,20200910,-
2713304,55818687,HYQ38_gp061,HYQ38_gp061,maane_61,-,-,-,putative lipoprotein,protein-coding,-,-,-,putative lipoprotein,20200910,-
2713304,55818688,HYQ38_gp062,HYQ38_gp062,maane_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818689,HYQ38_gp063,HYQ38_gp063,maane_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818690,HYQ38_gp064,HYQ38_gp064,maane_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818691,HYQ38_gp065,HYQ38_gp065,maane_65,-,-,-,superinfection exclusion protein,protein-coding,-,-,-,superinfection exclusion protein,20200919,-
2713304,55818692,HYQ38_gp066,HYQ38_gp066,maane_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818693,HYQ38_gp067,HYQ38_gp067,maane_67,-,-,-,SPFH domain band 7 family protein,protein-coding,-,-,-,SPFH domain band 7 family protein,20210327,-
2713304,55818694,HYQ38_gp068,HYQ38_gp068,maane_68,-,-,-,DNA-binding protein HU-beta,protein-coding,-,-,-,DNA-binding protein HU-beta,20210129,-
2713304,55818695,HYQ38_gp069,HYQ38_gp069,maane_69,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20210129,-
2713304,55818696,HYQ38_gp070,HYQ38_gp070,maane_70,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20200910,-
2713304,55818697,HYQ38_gp071,HYQ38_gp071,maane_71,-,-,-,ribonuclease H,protein-coding,-,-,-,ribonuclease H,20210129,-
2713304,55818698,HYQ38_gp072,HYQ38_gp072,maane_72,-,-,-,GIY-YIG homing endonuclease,protein-coding,-,-,-,GIY-YIG homing endonuclease,20200910,-
2713304,55818699,HYQ38_gp073,HYQ38_gp073,maane_73,-,-,-,sigma factor involved in late transcription,protein-coding,-,-,-,sigma factor involved in late transcription,20210129,-
2713304,55818700,HYQ38_gp074,HYQ38_gp074,maane_74,-,-,-,recombination protein subunit,protein-coding,-,-,-,recombination protein subunit,20200919,-
2713304,55818701,HYQ38_gp075,HYQ38_gp075,maane_75,-,-,-,recombination endonuclease subunit,protein-coding,-,-,-,recombination endonuclease subunit,20210129,-
2713304,55818702,HYQ38_gp076,HYQ38_gp076,maane_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818703,HYQ38_gp077,HYQ38_gp077,maane_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
2713304,55818704,HYQ38_gp078,HYQ38_gp078,maane_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818705,HYQ38_gp079,HYQ38_gp079,maane_79,-,-,-,protein RegB,protein-coding,-,-,-,protein RegB,20200910,-
2713304,55818706,HYQ38_gp080,HYQ38_gp080,maane_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818707,HYQ38_gp081,HYQ38_gp081,maane_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818708,HYQ38_gp082,HYQ38_gp082,maane_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818709,HYQ38_gp083,HYQ38_gp083,maane_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818710,HYQ38_gp084,HYQ38_gp084,maane_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818711,HYQ38_gp085,HYQ38_gp085,maane_85,-,-,-,putative structural protein,protein-coding,-,-,-,putative structural protein,20210129,-
2713304,55818712,HYQ38_gp086,HYQ38_gp086,maane_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818713,HYQ38_gp087,HYQ38_gp087,maane_87,-,-,-,homing endonuclease,protein-coding,-,-,-,homing endonuclease,20200910,-
2713304,55818714,HYQ38_gp088,HYQ38_gp088,maane_88,-,-,-,DNA primase subunit,protein-coding,-,-,-,DNA primase subunit,20210129,-
2713304,55818715,HYQ38_gp089,HYQ38_gp089,maane_89,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818716,HYQ38_gp090,HYQ38_gp090,maane_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818717,HYQ38_gp091,HYQ38_gp091,maane_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818718,HYQ38_gp092,HYQ38_gp092,maane_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818719,HYQ38_gp093,HYQ38_gp093,maane_93,-,-,-,peptidoglycan binding protein,protein-coding,-,-,-,peptidoglycan binding protein,20210129,-
2713304,55818720,HYQ38_gp094,HYQ38_gp094,maane_94,-,-,-,phosphate starvation-inducible protein,protein-coding,-,-,-,phosphate starvation-inducible protein,20210129,-
2713304,55818721,HYQ38_gp095,HYQ38_gp095,maane_95,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,protein-coding,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,20210129,-
2713304,55818722,HYQ38_gp096,HYQ38_gp096,maane_96,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,protein-coding,-,-,-,ribonucleotide reductase of class Ia (aerobic) alpha subunit,20210306,-
2713304,55818723,HYQ38_gp097,HYQ38_gp097,maane_97,-,-,-,putative glutaredoxin,protein-coding,-,-,-,putative glutaredoxin,20210313,-
2713304,55818724,HYQ38_gp098,HYQ38_gp098,maane_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818725,HYQ38_gp099,HYQ38_gp099,maane_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818726,HYQ38_gp100,HYQ38_gp100,maane_100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818727,HYQ38_gp101,HYQ38_gp101,maane_101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818728,HYQ38_gp102,HYQ38_gp102,maane_102,-,-,-,putative baseplate wedge subunit,protein-coding,-,-,-,putative baseplate wedge subunit,20210313,-
2713304,55818729,HYQ38_gp103,HYQ38_gp103,maane_103,-,-,-,baseplate hub subunit and tail lysozyme,protein-coding,-,-,-,baseplate hub subunit and tail lysozyme,20210129,-
2713304,55818730,HYQ38_gp104,HYQ38_gp104,maane_104,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20210313,-
2713304,55818731,HYQ38_gp105,HYQ38_gp105,maane_105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818732,HYQ38_gp106,HYQ38_gp106,maane_106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818733,HYQ38_gp107,HYQ38_gp107,maane_107,-,-,-,putative holliday junction resolvase,protein-coding,-,-,-,putative holliday junction resolvase,20200910,-
2713304,55818734,HYQ38_gp108,HYQ38_gp108,maane_108,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818735,HYQ38_gp109,HYQ38_gp109,maane_109,-,-,-,FmdB family domain protein,protein-coding,-,-,-,FmdB family domain protein,20200919,-
2713304,55818736,HYQ38_gp110,HYQ38_gp110,maane_110,-,-,-,putative late promoter transcription factor,protein-coding,-,-,-,putative late promoter transcription factor,20200926,-
2713304,55818737,HYQ38_gp111,HYQ38_gp111,maane_111,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818738,HYQ38_gp112,HYQ38_gp112,maane_112,-,-,-,ssDNA-binding protein,protein-coding,-,-,-,ssDNA-binding protein,20210306,-
2713304,55818739,HYQ38_gp113,HYQ38_gp113,maane_113,-,-,-,baseplate tail tube initiator,protein-coding,-,-,-,baseplate tail tube initiator,20200910,-
2713304,55818740,HYQ38_gp114,HYQ38_gp114,maane_114,-,-,-,DNA end protector during packaging,protein-coding,-,-,-,DNA end protector during packaging,20200926,-
2713304,55818741,HYQ38_gp115,HYQ38_gp115,maane_115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818742,HYQ38_gp116,HYQ38_gp116,maane_116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818743,HYQ38_gp117,HYQ38_gp117,maane_117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818744,HYQ38_gp118,HYQ38_gp118,maane_118,-,-,-,putative kinase,protein-coding,-,-,-,putative kinase,20210313,-
2713304,55818745,HYQ38_gp119,HYQ38_gp119,maane_119,-,-,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20210129,-
2713304,55818746,HYQ38_gp120,HYQ38_gp120,maane_120,-,-,-,putative deoxynucleotide monophosphate kinase,protein-coding,-,-,-,putative deoxynucleotide monophosphate kinase,20200910,-
2713304,55818747,HYQ38_gp121,HYQ38_gp121,maane_121,-,-,-,putative dUTP diphosphatase,protein-coding,-,-,-,putative dUTP diphosphatase,20210129,-
2713304,55818748,HYQ38_gp122,HYQ38_gp122,maane_122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818749,HYQ38_gp123,HYQ38_gp123,maane_123,-,-,-,RecA-like recombination protein,protein-coding,-,-,-,RecA-like recombination protein,20210306,-
2713304,55818750,HYQ38_gp124,HYQ38_gp124,maane_124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818751,HYQ38_gp125,HYQ38_gp125,maane_125,-,-,-,DNA primase-helicase subunit,protein-coding,-,-,-,DNA primase-helicase subunit,20200910,-
2713304,55818752,HYQ38_gp126,HYQ38_gp126,maane_126,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818753,HYQ38_gp127,HYQ38_gp127,maane_127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818754,HYQ38_gp128,HYQ38_gp128,maane_128,-,-,-,putative homing endonuclease,protein-coding,-,-,-,putative homing endonuclease,20210129,-
2713304,55818755,HYQ38_gp129,HYQ38_gp129,maane_129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818756,HYQ38_gp130,HYQ38_gp130,maane_130,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20200910,-
2713304,55818757,HYQ38_gp131,HYQ38_gp131,maane_131,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20210129,-
2713304,55818758,HYQ38_gp132,HYQ38_gp132,maane_132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818759,HYQ38_gp133,HYQ38_gp133,maane_133,-,-,-,DNA helicase loader,protein-coding,-,-,-,DNA helicase loader,20200926,-
2713304,55818760,HYQ38_gp134,HYQ38_gp134,maane_134,-,-,-,putative tail length tape measure protein,protein-coding,-,-,-,putative tail length tape measure protein,20200910,-
2713304,55818761,HYQ38_gp135,HYQ38_gp135,maane_135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818762,HYQ38_gp136,HYQ38_gp136,maane_136,-,-,-,baseplate wedge component,protein-coding,-,-,-,baseplate wedge component,20210129,-
2713304,55818763,HYQ38_gp137,HYQ38_gp137,maane_137,-,-,-,putative tail tube associated base plate protein,protein-coding,-,-,-,putative tail tube associated base plate protein,20200910,-
2713304,55818764,HYQ38_gp138,HYQ38_gp138,maane_138,-,-,-,head completion protein,protein-coding,-,-,-,head completion protein,20210123,-
2713304,55818765,HYQ38_gp139,HYQ38_gp139,maane_139,-,-,-,membrane-flanked domain protein,protein-coding,-,-,-,membrane-flanked domain protein,20210313,-
2713304,55818766,HYQ38_gp140,HYQ38_gp140,maane_140,-,-,-,putative deoxycytidylate deaminase,protein-coding,-,-,-,putative deoxycytidylate deaminase,20210403,-
2713304,55818767,HYQ38_gp141,HYQ38_gp141,maane_141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818768,HYQ38_gp142,HYQ38_gp142,maane_142,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818769,HYQ38_gp143,HYQ38_gp143,maane_143,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818770,HYQ38_gp144,HYQ38_gp144,maane_144,-,-,-,putative serine/threonine protein phosphatase,protein-coding,-,-,-,putative serine/threonine protein phosphatase,20210313,-
2713304,55818771,HYQ38_gp145,HYQ38_gp145,maane_145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818772,HYQ38_gp146,HYQ38_gp146,maane_146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
2713304,55818773,HYQ38_gp147,HYQ38_gp147,maane_147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818774,HYQ38_gp148,HYQ38_gp148,maane_148,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210116,-
2713304,55818775,HYQ38_gp149,HYQ38_gp149,maane_149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818776,HYQ38_gp150,HYQ38_gp150,maane_150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2713304,55818777,HYQ38_gp151,HYQ38_gp151,maane_151,-,-,-,C-N hydrolase superfamily protein,protein-coding,-,-,-,C-N hydrolase superfamily protein,20200910,-
2713304,55818778,HYQ38_gp152,HYQ38_gp152,maane_152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818779,HYQ38_gp153,HYQ38_gp153,maane_153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818780,HYQ38_gp154,HYQ38_gp154,maane_154,-,-,-,DNA topoisomerase II medium subunit,protein-coding,-,-,-,DNA topoisomerase II medium subunit,20210306,-
2713304,55818781,HYQ38_gp155,HYQ38_gp155,maane_155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210116,-
2713304,55818782,HYQ38_gp156,HYQ38_gp156,maane_156,-,-,-,DNA topoisomerase II large subunit,protein-coding,-,-,-,DNA topoisomerase II large subunit,20210129,-
2713304,55818783,HYQ38_gp157,HYQ38_gp157,maane_157,-,-,-,putative HNH homing endonuclease domain protein,protein-coding,-,-,-,putative HNH homing endonuclease domain protein,20200910,-
2713304,55818784,HYQ38_gp158,HYQ38_gp158,maane_158,-,-,-,putative HNH homing endonuclease domain protein,protein-coding,-,-,-,putative HNH homing endonuclease domain protein,20210129,-
2713304,55818785,HYQ38_gp159,HYQ38_gp159,maane_159,-,-,-,viral tegument-like protein,protein-coding,-,-,-,viral tegument-like protein,20200910,-
2713304,55818786,HYQ38_gp160,HYQ38_gp160,maane_160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818787,HYQ38_gp161,HYQ38_gp161,maane_161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818788,HYQ38_gp162,HYQ38_gp162,maane_162,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818789,HYQ38_gp163,HYQ38_gp163,maane_163,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818790,HYQ38_gp164,HYQ38_gp164,maane_164,-,-,-,putative tail fiber protein,protein-coding,-,-,-,putative tail fiber protein,20210313,-
2713304,55818791,HYQ38_gp165,HYQ38_gp165,maane_165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
2713304,55818792,HYQ38_gp166,HYQ38_gp166,maane_166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818793,HYQ38_gp167,HYQ38_gp167,maane_167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818794,HYQ38_gp168,HYQ38_gp168,maane_168,-,-,-,RIIB protein,protein-coding,-,-,-,RIIB protein,20210116,-
2713304,55818795,HYQ38_gp169,HYQ38_gp169,maane_169,-,-,-,rIIA lysis inhibitor,protein-coding,-,-,-,rIIA lysis inhibitor,20200910,-
2713304,55818796,HYQ38_gp170,HYQ38_gp170,maane_170,-,-,-,RIIA protein,protein-coding,-,-,-,RIIA protein,20200910,-
2713304,55818797,HYQ38_gp171,HYQ38_gp171,maane_171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818798,HYQ38_gp172,HYQ38_gp172,maane_172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818799,HYQ38_gp173,HYQ38_gp173,maane_173,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818800,HYQ38_gp174,HYQ38_gp174,maane_174,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
2713304,55818801,HYQ38_gp175,HYQ38_gp175,maane_175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818802,HYQ38_gp176,HYQ38_gp176,maane_176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818803,HYQ38_gp177,HYQ38_gp177,maane_177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
2713304,55818804,HYQ38_gp178,HYQ38_gp178,maane_178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2713304,55818805,HYQ38_gp179,HYQ38_gp179,maane_179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
