#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
396595,9406613,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20190925,-
396595,29654827,TK90_RS03020,TK90_RS03020,TK90_R0017,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655019,TK90_RS03035,TK90_RS03035,TK90_R0020,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655064,TK90_RS12385,TK90_RS12385,TK90_R0054,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655115,TK90_RS03640,TK90_RS03640,TK90_R0023,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655191,TK90_RS06590,TK90_RS06590,TK90_R0037,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655205,TK90_RS06585,TK90_RS06585,TK90_R0036,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655337,TK90_RS00705,TK90_RS00705,TK90_R0001,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655366,TK90_RS02835,TK90_RS02835,TK90_R0013,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655429,TK90_RS01990,TK90_RS01990,TK90_R0008,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655480,TK90_RS10050,TK90_RS10050,TK90_R0046,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655503,TK90_RS10950,TK90_RS10950,TK90_R0047,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655540,TK90_RS01675,TK90_RS01675,TK90_R0006,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655546,TK90_RS02690,TK90_RS02690,TK90_R0012,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655557,TK90_RS10960,TK90_RS10960,TK90_R0048,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655615,TK90_RS05370,TK90_RS05370,TK90_R0030,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655646,TK90_RS10965,TK90_RS10965,TK90_R0049,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655708,TK90_RS10970,TK90_RS10970,TK90_R0050,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655724,TK90_RS05400,TK90_RS05400,TK90_R0031,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655774,TK90_RS03560,TK90_RS03560,TK90_R0022,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655780,TK90_RS05755,TK90_RS05755,TK90_R0032,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655825,TK90_RS03025,TK90_RS03025,TK90_R0018,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655835,TK90_RS04110,TK90_RS04110,TK90_R0026,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655840,TK90_RS01995,TK90_RS01995,TK90_R0009,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29655998,TK90_RS11590,TK90_RS11590,TK90_R0052,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29656058,TK90_RS01265,TK90_RS01265,TK90_R0002,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29656135,TK90_RS02840,TK90_RS02840,TK90_R0014,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29656272,TK90_RS08030,TK90_RS08030,TK90_R0041,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29656279,TK90_RS12485,TK90_RS12485,TK90_R0055,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29656396,TK90_RS03505,TK90_RS03505,TK90_R0021,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29656397,TK90_RS04100,TK90_RS04100,TK90_R0025,-,-,-,tRNA,tRNA,-,-,-,-,20161019,-
396595,29656403,TK90_RS14245,TK90_RS14245,TK90_2843,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656405,TK90_RS14370,TK90_RS14370,TK90_2868,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656408,TK90_RS13555,TK90_RS13555,TK90_2697,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656409,TK90_RS13530,TK90_RS13530,TK90_2692,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656411,TK90_RS14375,TK90_RS14375,TK90_2869,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656412,TK90_RS14350,TK90_RS14350,TK90_2864,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656415,TK90_RS14225,TK90_RS14225,TK90_2838,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656416,TK90_RS13280,TK90_RS13280,TK90_2639,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656418,TK90_RS14320,TK90_RS14320,TK90_2858,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656422,TK90_RS14345,TK90_RS14345,TK90_2863,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656424,TK90_RS14240,TK90_RS14240,TK90_2841,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656426,TK90_RS13335,TK90_RS13335,TK90_2650,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656430,TK90_RS13375,TK90_RS13375,TK90_2659,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656432,TK90_RS13200,TK90_RS13200,TK90_2622,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656435,TK90_RS13730,TK90_RS13730,TK90_2734,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656440,TK90_RS13205,TK90_RS13205,TK90_2624,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656442,TK90_RS13975,TK90_RS13975,TK90_2785,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656444,TK90_RS13190,TK90_RS13190,TK90_2620,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656446,TK90_RS14145,TK90_RS14145,TK90_2822,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656449,TK90_RS13765,TK90_RS13765,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656450,TK90_RS13995,TK90_RS13995,TK90_2789,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656453,TK90_RS13465,TK90_RS13465,TK90_2677,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656454,TK90_RS13990,TK90_RS13990,TK90_2788,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656461,TK90_RS13665,TK90_RS13665,TK90_2721,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656465,TK90_RS14340,TK90_RS14340,TK90_2862,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656466,TK90_RS14395,TK90_RS14395,TK90_2873,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656469,TK90_RS13745,TK90_RS13745,TK90_2737,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656471,TK90_RS13430,TK90_RS13430,TK90_2670,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656472,TK90_RS14015,TK90_RS14015,TK90_2793,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656475,TK90_RS13480,TK90_RS13480,TK90_2680,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656476,TK90_RS14415,TK90_RS14415,TK90_2877,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656479,TK90_RS13325,TK90_RS13325,TK90_2648,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656481,TK90_RS13585,TK90_RS13585,TK90_2705,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656485,TK90_RS13515,TK90_RS13515,TK90_2688,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656487,TK90_RS13155,TK90_RS13155,TK90_2612,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656488,TK90_RS13970,TK90_RS13970,TK90_2784,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656489,TK90_RS13250,TK90_RS13250,TK90_2633,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656490,TK90_RS13540,TK90_RS13540,TK90_2694,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656491,TK90_RS14325,TK90_RS14325,TK90_2859,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656494,TK90_RS13110,TK90_RS13110,TK90_2604,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656495,TK90_RS14025,TK90_RS14025,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656497,TK90_RS13675,TK90_RS13675,TK90_2723,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656499,TK90_RS13255,TK90_RS13255,TK90_2634,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656506,TK90_RS13460,TK90_RS13460,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656509,TK90_RS13905,TK90_RS13905,TK90_2769,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656512,TK90_RS13310,TK90_RS13310,TK90_2645,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656514,TK90_RS13490,TK90_RS13490,TK90_2682,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656515,TK90_RS13455,TK90_RS13455,TK90_2675,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656516,TK90_RS13290,TK90_RS13290,TK90_2641,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656517,TK90_RS13670,TK90_RS13670,TK90_2722,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656520,TK90_RS13415,TK90_RS13415,TK90_2667,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656521,TK90_RS13470,TK90_RS13470,TK90_2678,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656523,TK90_RS14275,TK90_RS14275,TK90_2849,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656526,TK90_RS13885,TK90_RS13885,TK90_2765,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656527,TK90_RS13400,TK90_RS13400,TK90_2664,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656529,TK90_RS13890,TK90_RS13890,TK90_2766,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656530,TK90_RS14315,TK90_RS14315,TK90_2857,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656531,TK90_RS13705,TK90_RS13705,TK90_2729,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656532,TK90_RS14490,TK90_RS14490,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656538,TK90_RS13450,TK90_RS13450,TK90_2674,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656541,TK90_RS13735,TK90_RS13735,TK90_2735,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656548,TK90_RS13135,TK90_RS13135,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
396595,29656554,TK90_RS14365,TK90_RS14365,TK90_2867,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656558,TK90_RS13550,TK90_RS13550,TK90_2696,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656561,TK90_RS14285,TK90_RS14285,TK90_2851,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656562,TK90_RS14500,TK90_RS14500,TK90_2795,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
396595,29656569,TK90_RS14190,TK90_RS14190,TK90_2831,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656570,TK90_RS13640,TK90_RS13640,TK90_2716,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656572,TK90_RS13440,TK90_RS13440,TK90_2672,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656574,TK90_RS13170,TK90_RS13170,TK90_2616,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656575,TK90_RS13370,TK90_RS13370,TK90_2657,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656576,TK90_RS13485,TK90_RS13485,TK90_2681,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656578,TK90_RS13395,TK90_RS13395,TK90_2663,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656587,TK90_RS13950,TK90_RS13950,TK90_2778,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656589,TK90_RS14045,TK90_RS14045,TK90_2801,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656591,TK90_RS13165,TK90_RS13165,TK90_2614,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656593,TK90_RS14215,TK90_RS14215,TK90_2836,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656599,TK90_RS13180,TK90_RS13180,TK90_2618,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656602,TK90_RS13495,TK90_RS13495,TK90_2683,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200926,-
396595,29656603,TK90_RS13385,TK90_RS13385,TK90_2661,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656604,TK90_RS13410,TK90_RS13410,TK90_2666,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656606,TK90_RS14495,TK90_RS14495,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656607,TK90_RS13390,TK90_RS13390,TK90_2662,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656608,TK90_RS14175,TK90_RS14175,TK90_2828,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200905,-
396595,29656609,TK90_RS13425,TK90_RS13425,TK90_2669,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656612,TK90_RS13475,TK90_RS13475,TK90_2679,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656613,TK90_RS13525,TK90_RS13525,TK90_2691,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656614,TK90_RS13285,TK90_RS13285,TK90_2640,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656615,TK90_RS13420,TK90_RS13420,TK90_2668,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656616,TK90_RS13820,TK90_RS13820,TK90_2752,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656620,TK90_RS13360,TK90_RS13360,TK90_2655,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656621,TK90_RS13215,TK90_RS13215,TK90_2626,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656627,TK90_RS14265,TK90_RS14265,TK90_2847,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656631,TK90_RS14385,TK90_RS14385,TK90_2871,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656632,TK90_RS14440,TK90_RS14440,TK90_2883,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656633,TK90_RS14030,TK90_RS14030,TK90_2797,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656634,TK90_RS14060,TK90_RS14060,TK90_2805,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656636,TK90_RS14230,TK90_RS14230,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161019,-
396595,29656638,TK90_RS14445,TK90_RS14445,TK90_2884,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656639,TK90_RS14335,TK90_RS14335,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656641,TK90_RS14435,TK90_RS14435,TK90_2881,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656642,TK90_RS13660,TK90_RS13660,TK90_2720,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656645,TK90_RS14055,TK90_RS14055,TK90_2804,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656648,TK90_RS14070,TK90_RS14070,TK90_2807,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656652,TK90_RS13435,TK90_RS13435,TK90_2671,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656653,TK90_RS13895,TK90_RS13895,-,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656654,TK90_RS14095,TK90_RS14095,TK90_2812,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20200919,-
396595,29656658,TK90_RS13695,TK90_RS13695,TK90_2727,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656660,TK90_RS14035,TK90_RS14035,TK90_2798,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656661,TK90_RS14220,TK90_RS14220,TK90_2837,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656662,TK90_RS13755,TK90_RS13755,TK90_2739,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656664,TK90_RS13760,TK90_RS13760,TK90_2740,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656667,TK90_RS13880,TK90_RS13880,TK90_2764,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656668,TK90_RS13330,TK90_RS13330,TK90_2649,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
396595,29656669,TK90_RS14000,TK90_RS14000,TK90_2790,-,-,-,hypothetical protein,protein-coding,-,-,-,-,20161021,-
