#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1076926,52302163,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210407,-
1076926,64265138,ugpC,E0J21_RS00090,E0J21_00090,-,-,-,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,protein-coding,-,-,-,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,20210424,-
1076926,64265139,E0J21_RS00095,E0J21_RS00095,E0J21_00095,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
1076926,64265140,E0J21_RS00100,E0J21_RS00100,E0J21_00100,-,-,-,carbohydrate ABC transporter permease,protein-coding,-,-,-,carbohydrate ABC transporter permease,20210426,-
1076926,64265141,E0J21_RS00105,E0J21_RS00105,E0J21_00105,-,-,-,sugar ABC transporter permease,protein-coding,-,-,-,sugar ABC transporter permease,20210424,-
1076926,64265142,E0J21_RS00110,E0J21_RS00110,E0J21_00110,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20210424,-
1076926,64265143,E0J21_RS00115,E0J21_RS00115,E0J21_00115,-,-,-,dienelactone hydrolase family protein,protein-coding,-,-,-,dienelactone hydrolase family protein,20210424,-
1076926,64265144,E0J21_RS00120,E0J21_RS00120,E0J21_00120,-,-,-,MmgE/PrpD family protein,protein-coding,-,-,-,MmgE/PrpD family protein,20210424,-
1076926,64265145,E0J21_RS00125,E0J21_RS00125,E0J21_00125,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210423,-
1076926,64265146,E0J21_RS00130,E0J21_RS00130,E0J21_00130,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210424,-
1076926,64265147,E0J21_RS00135,E0J21_RS00135,E0J21_00135,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210426,-
1076926,64265148,E0J21_RS00140,E0J21_RS00140,E0J21_00140,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210424,-
1076926,64265149,E0J21_RS00145,E0J21_RS00145,E0J21_00145,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1076926,64265150,E0J21_RS00150,E0J21_RS00150,E0J21_00150,-,-,-,serine hydrolase,protein-coding,-,-,-,serine hydrolase,20210424,-
1076926,64265151,E0J21_RS00155,E0J21_RS00155,E0J21_00155,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
1076926,64265152,E0J21_RS00160,E0J21_RS00160,E0J21_00160,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210424,-
1076926,64265153,E0J21_RS00165,E0J21_RS00165,E0J21_00165,-,-,-,transporter substrate-binding domain-containing protein,protein-coding,-,-,-,transporter substrate-binding domain-containing protein,20210424,-
1076926,64265154,E0J21_RS00170,E0J21_RS00170,E0J21_00170,-,-,-,ANTAR domain-containing protein,protein-coding,-,-,-,ANTAR domain-containing protein,20210424,-
1076926,64265155,E0J21_RS00175,E0J21_RS00175,E0J21_00175,-,-,-,nitrilase family protein,protein-coding,-,-,-,nitrilase family protein,20210424,-
1076926,64265156,E0J21_RS00180,E0J21_RS00180,E0J21_00180,-,-,-,substrate-binding protein,protein-coding,-,-,-,substrate-binding protein,20210424,-
1076926,64265157,E0J21_RS00185,E0J21_RS00185,E0J21_00185,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210424,-
1076926,64265158,E0J21_RS00190,E0J21_RS00190,E0J21_00190,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210424,-
1076926,64265159,E0J21_RS00195,E0J21_RS00195,E0J21_00195,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1076926,64265160,E0J21_RS00200,E0J21_RS00200,E0J21_00200,-,-,-,amidase,protein-coding,-,-,-,amidase,20210424,-
1076926,64265161,E0J21_RS00205,E0J21_RS00205,E0J21_00205,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20210424,-
1076926,64265162,E0J21_RS00210,E0J21_RS00210,E0J21_00210,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20210424,-
1076926,64265163,E0J21_RS00215,E0J21_RS00215,E0J21_00215,-,-,-,pirin family protein,protein-coding,-,-,-,pirin family protein,20210424,-
1076926,64265164,E0J21_RS00220,E0J21_RS00220,E0J21_00220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
1076926,64265165,E0J21_RS00225,E0J21_RS00225,E0J21_00225,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210424,-
1076926,64265166,E0J21_RS00230,E0J21_RS00230,E0J21_00230,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210424,-
1076926,64265167,E0J21_RS00235,E0J21_RS00235,E0J21_00235,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210424,-
1076926,64265168,E0J21_RS00240,E0J21_RS00240,E0J21_00240,-,-,-,(S)-ureidoglycine aminohydrolase,protein-coding,-,-,-,(S)-ureidoglycine aminohydrolase,20210424,-
1076926,64265169,E0J21_RS00245,E0J21_RS00245,E0J21_00245,-,-,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210424,-
1076926,64265170,phaZ,E0J21_RS00250,E0J21_00250,-,-,-,polyhydroxyalkanoate depolymerase,protein-coding,-,-,-,polyhydroxyalkanoate depolymerase,20210424,-
1076926,64265171,E0J21_RS00255,E0J21_RS00255,E0J21_00255,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1076926,64265172,E0J21_RS00260,E0J21_RS00260,E0J21_00260,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,protein-coding,-,-,-,aminotransferase class V-fold PLP-dependent enzyme,20210424,-
1076926,64265173,E0J21_RS00265,E0J21_RS00265,E0J21_00265,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20210424,-
1076926,64265174,E0J21_RS00270,E0J21_RS00270,E0J21_00270,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210424,-
1076926,64265175,E0J21_RS00275,E0J21_RS00275,E0J21_00275,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20210424,-
1076926,64265176,E0J21_RS00280,E0J21_RS00280,E0J21_00280,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
1076926,64265177,E0J21_RS00285,E0J21_RS00285,E0J21_00285,-,-,-,DUF1349 domain-containing protein,protein-coding,-,-,-,DUF1349 domain-containing protein,20210424,-
1076926,64265178,E0J21_RS00295,E0J21_RS00295,E0J21_00295,-,-,-,MafI family immunity protein,protein-coding,-,-,-,MafI family immunity protein,20210423,-
1076926,64265179,E0J21_RS00300,E0J21_RS00300,E0J21_00300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
1076926,64265180,E0J21_RS00305,E0J21_RS00305,E0J21_00305,-,-,-,barstar family protein,protein-coding,-,-,-,barstar family protein,20210424,-
1076926,64265181,E0J21_RS00310,E0J21_RS00310,E0J21_00310,-,-,-,pseudo,pseudo,-,-,-,-,20210423,-
1076926,64265182,E0J21_RS00315,E0J21_RS00315,E0J21_00315,-,-,-,transporter substrate-binding protein,protein-coding,-,-,-,transporter substrate-binding protein,20210424,-
1076926,64265183,E0J21_RS00320,E0J21_RS00320,E0J21_00320,-,-,-,ANTAR domain-containing protein,protein-coding,-,-,-,ANTAR domain-containing protein,20210424,-
1076926,64265184,E0J21_RS00325,E0J21_RS00325,E0J21_00325,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210424,-
1076926,64265185,E0J21_RS00330,E0J21_RS00330,E0J21_00330,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210424,-
1076926,64265186,E0J21_RS00335,E0J21_RS00335,E0J21_00335,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
1076926,64265187,E0J21_RS00340,E0J21_RS00340,E0J21_00340,-,-,-,acetamidase/formamidase family protein,protein-coding,-,-,-,acetamidase/formamidase family protein,20210424,-
1076926,64265188,E0J21_RS00345,E0J21_RS00345,E0J21_00345,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1076926,64265189,thiM,E0J21_RS00350,E0J21_00350,-,-,-,hydroxyethylthiazole kinase,protein-coding,-,-,-,hydroxyethylthiazole kinase,20210424,-
1076926,64265190,thiE,E0J21_RS00355,E0J21_00355,-,-,-,thiamine phosphate synthase,protein-coding,-,-,-,thiamine phosphate synthase,20210424,-
1076926,64265191,thiD,E0J21_RS00360,E0J21_00360,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,protein-coding,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,20210424,-
1076926,64265192,E0J21_RS00365,E0J21_RS00365,E0J21_00365,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210424,-
1076926,64265193,E0J21_RS00370,E0J21_RS00370,E0J21_00370,-,-,-,glycoside hydrolase family 3 protein,protein-coding,-,-,-,glycoside hydrolase family 3 protein,20210424,-
1076926,64265194,E0J21_RS00375,E0J21_RS00375,E0J21_00375,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
1076926,64265195,E0J21_RS00380,E0J21_RS00380,E0J21_00380,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210424,-
1076926,64265196,E0J21_RS00385,E0J21_RS00385,E0J21_00385,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210424,-
1076926,64265197,E0J21_RS00390,E0J21_RS00390,E0J21_00390,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1076926,64265198,E0J21_RS00395,E0J21_RS00395,E0J21_00395,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1076926,64265199,E0J21_RS00400,E0J21_RS00400,E0J21_00400,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1076926,64265200,E0J21_RS00405,E0J21_RS00405,E0J21_00405,-,-,-,CatB-related O-acetyltransferase,protein-coding,-,-,-,CatB-related O-acetyltransferase,20210424,-
1076926,64265201,E0J21_RS00410,E0J21_RS00410,E0J21_00410,-,-,-,hydroxyacid aldolase,protein-coding,-,-,-,hydroxyacid aldolase,20210424,-
1076926,64265202,E0J21_RS00415,E0J21_RS00415,E0J21_00415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
1076926,64265203,E0J21_RS00420,E0J21_RS00420,E0J21_00420,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210424,-
1076926,64265204,betC,E0J21_RS00425,E0J21_00425,-,-,-,choline-sulfatase,protein-coding,-,-,-,choline-sulfatase,20210424,-
1076926,64265205,E0J21_RS00430,E0J21_RS00430,E0J21_00430,-,-,-,TIM barrel protein,protein-coding,-,-,-,TIM barrel protein,20210424,-
1076926,64265206,E0J21_RS00435,E0J21_RS00435,E0J21_00435,-,-,-,amidase,protein-coding,-,-,-,amidase,20210424,-
1076926,64265207,E0J21_RS00440,E0J21_RS00440,E0J21_00440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
1076926,64265208,E0J21_RS00445,E0J21_RS00445,E0J21_00445,-,-,-,DUF1810 domain-containing protein,protein-coding,-,-,-,DUF1810 domain-containing protein,20210424,-
1076926,64265209,E0J21_RS00450,E0J21_RS00450,E0J21_00450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
1076926,64265210,E0J21_RS00455,E0J21_RS00455,E0J21_00455,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210424,-
1076926,64265211,E0J21_RS00460,E0J21_RS00460,E0J21_00460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
1076926,64265212,E0J21_RS00465,E0J21_RS00465,E0J21_00465,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210424,-
1076926,64265213,E0J21_RS00470,E0J21_RS00470,E0J21_00470,-,-,-,type II toxin-antitoxin system Phd/YefM family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system Phd/YefM family antitoxin,20210424,-
1076926,64265214,E0J21_RS00475,E0J21_RS00475,E0J21_00475,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210424,-
1076926,64265215,E0J21_RS00480,E0J21_RS00480,E0J21_00480,-,-,-,IclR family transcriptional regulator,protein-coding,-,-,-,IclR family transcriptional regulator,20210424,-
1076926,64265216,E0J21_RS00485,E0J21_RS00485,E0J21_00485,-,-,-,amidohydrolase/deacetylase family metallohydrolase,protein-coding,-,-,-,amidohydrolase/deacetylase family metallohydrolase,20210424,-
1076926,64265217,E0J21_RS00490,E0J21_RS00490,E0J21_00490,-,-,-,sigma-70 family RNA polymerase sigma factor,protein-coding,-,-,-,sigma-70 family RNA polymerase sigma factor,20210424,-
1076926,64265218,E0J21_RS00495,E0J21_RS00495,E0J21_00495,-,-,-,carboxymuconolactone decarboxylase family protein,protein-coding,-,-,-,carboxymuconolactone decarboxylase family protein,20210424,-
1076926,64265219,rhaI,E0J21_RS00500,E0J21_00500,-,-,-,L-rhamnose catabolism isomerase,protein-coding,-,-,-,L-rhamnose catabolism isomerase,20210424,-
1076926,64265220,E0J21_RS00505,E0J21_RS00505,E0J21_00505,-,-,-,YqaE/Pmp3 family membrane protein,protein-coding,-,-,-,YqaE/Pmp3 family membrane protein,20210426,-
1076926,64265221,E0J21_RS00510,E0J21_RS00510,E0J21_00510,-,-,-,bifunctional rhamnulose-1-phosphate aldolase/short-chain dehydrogenase,protein-coding,-,-,-,bifunctional rhamnulose-1-phosphate aldolase/short-chain dehydrogenase,20210424,-
1076926,64265222,E0J21_RS00515,E0J21_RS00515,E0J21_00515,-,-,-,DeoR/GlpR transcriptional regulator,protein-coding,-,-,-,DeoR/GlpR transcriptional regulator,20210426,-
1076926,64265223,rhaS,E0J21_RS00520,E0J21_00520,-,-,-,rhamnose ABC transporter substrate-binding protein,protein-coding,-,-,-,rhamnose ABC transporter substrate-binding protein,20210426,-
1076926,64265224,E0J21_RS00525,E0J21_RS00525,E0J21_00525,-,-,-,sugar ABC transporter ATP-binding protein,protein-coding,-,-,-,sugar ABC transporter ATP-binding protein,20210424,-
1076926,64265225,E0J21_RS00530,E0J21_RS00530,E0J21_00530,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210426,-
1076926,64265226,E0J21_RS00535,E0J21_RS00535,E0J21_00535,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210424,-
1076926,64265227,rhaM,E0J21_RS00540,E0J21_00540,-,-,-,L-rhamnose mutarotase,protein-coding,-,-,-,L-rhamnose mutarotase,20210424,-
1076926,64265228,E0J21_RS00545,E0J21_RS00545,E0J21_00545,-,-,-,FGGY-family carbohydrate kinase,protein-coding,-,-,-,FGGY-family carbohydrate kinase,20210424,-
1076926,64265229,E0J21_RS00550,E0J21_RS00550,E0J21_00550,-,-,-,fumarylacetoacetate hydrolase family protein,protein-coding,-,-,-,fumarylacetoacetate hydrolase family protein,20210424,-
1076926,64265230,E0J21_RS00555,E0J21_RS00555,E0J21_00555,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210424,-
1076926,64265231,E0J21_RS00560,E0J21_RS00560,E0J21_00560,-,-,-,TonB-dependent siderophore receptor,protein-coding,-,-,-,TonB-dependent siderophore receptor,20210424,-
1076926,64265232,E0J21_RS00565,E0J21_RS00565,E0J21_00565,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210424,-
1076926,64265233,E0J21_RS00570,E0J21_RS00570,E0J21_00570,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
1076926,64265234,fhuB,E0J21_RS00575,E0J21_00575,-,-,-,Fe(3+)-hydroxamate ABC transporter permease FhuB,protein-coding,-,-,-,Fe(3+)-hydroxamate ABC transporter permease FhuB,20210424,-
1076926,64265235,mmsB,E0J21_RS00580,E0J21_00580,-,-,-,3-hydroxyisobutyrate dehydrogenase,protein-coding,-,-,-,3-hydroxyisobutyrate dehydrogenase,20210424,-
1076926,64265236,E0J21_RS00585,E0J21_RS00585,E0J21_00585,-,-,-,GMC family oxidoreductase N-terminal domain-containing protein,protein-coding,-,-,-,GMC family oxidoreductase N-terminal domain-containing protein,20210424,-
1076926,64265237,E0J21_RS00590,E0J21_RS00590,E0J21_00590,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210424,-
1076926,64265238,E0J21_RS00595,E0J21_RS00595,E0J21_00595,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210424,-
1076926,64265239,E0J21_RS00600,E0J21_RS00600,E0J21_00600,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210424,-
1076926,64265240,E0J21_RS00605,E0J21_RS00605,E0J21_00605,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210426,-
1076926,64265241,E0J21_RS00610,E0J21_RS00610,E0J21_00610,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210424,-
1076926,64265242,E0J21_RS00615,E0J21_RS00615,E0J21_00615,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210424,-
1076926,64265243,E0J21_RS00620,E0J21_RS00620,E0J21_00620,-,-,-,cupin domain-containing protein,protein-coding,-,-,-,cupin domain-containing protein,20210426,-
1076926,64265244,E0J21_RS00625,E0J21_RS00625,E0J21_00625,-,-,-,acyl-CoA dehydrogenase,protein-coding,-,-,-,acyl-CoA dehydrogenase,20210424,-
1076926,64265245,E0J21_RS00630,E0J21_RS00630,E0J21_00630,-,-,-,DUF4126 domain-containing protein,protein-coding,-,-,-,DUF4126 domain-containing protein,20210424,-
1076926,64265246,E0J21_RS00635,E0J21_RS00635,E0J21_00635,-,-,-,FAD-containing oxidoreductase,protein-coding,-,-,-,FAD-containing oxidoreductase,20210424,-
1076926,64265247,E0J21_RS00640,E0J21_RS00640,E0J21_00640,-,-,-,DedA family protein,protein-coding,-,-,-,DedA family protein,20210424,-
1076926,64265248,E0J21_RS00645,E0J21_RS00645,E0J21_00645,-,-,-,NAD(P)-dependent alcohol dehydrogenase,protein-coding,-,-,-,NAD(P)-dependent alcohol dehydrogenase,20210424,-
1076926,64265249,kdpF,E0J21_RS00655,E0J21_00655,-,-,-,K(+)-transporting ATPase subunit F,protein-coding,-,-,-,K(+)-transporting ATPase subunit F,20210424,-
1076926,64265250,kdpA,E0J21_RS00660,E0J21_00660,-,-,-,potassium-transporting ATPase subunit KdpA,protein-coding,-,-,-,potassium-transporting ATPase subunit KdpA,20210424,-
1076926,64265251,kdpB,E0J21_RS00665,E0J21_00665,-,-,-,potassium-transporting ATPase subunit KdpB,protein-coding,-,-,-,potassium-transporting ATPase subunit KdpB,20210424,-
1076926,64265252,kdpC,E0J21_RS00670,E0J21_00670,-,-,-,potassium-transporting ATPase subunit KdpC,protein-coding,-,-,-,potassium-transporting ATPase subunit KdpC,20210424,-
1076926,64265253,E0J21_RS00675,E0J21_RS00675,E0J21_00675,-,-,-,sensor histidine kinase KdpD,protein-coding,-,-,-,sensor histidine kinase KdpD,20210424,-
1076926,64265254,E0J21_RS00680,E0J21_RS00680,E0J21_00680,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210424,-
1076926,64265255,E0J21_RS00685,E0J21_RS00685,E0J21_00685,-,-,-,PTS sugar transporter subunit IIA,protein-coding,-,-,-,PTS sugar transporter subunit IIA,20210424,-
1076926,64265256,E0J21_RS00690,E0J21_RS00690,E0J21_00690,-,-,-,porin,protein-coding,-,-,-,porin,20210424,-
1076926,64265257,E0J21_RS00695,E0J21_RS00695,E0J21_00695,-,-,-,sulfate ABC transporter substrate-binding protein,protein-coding,-,-,-,sulfate ABC transporter substrate-binding protein,20210424,-
1076926,64265258,cysT,E0J21_RS00700,E0J21_00700,-,-,-,sulfate ABC transporter permease subunit CysT,protein-coding,-,-,-,sulfate ABC transporter permease subunit CysT,20210426,-
1076926,64265259,cysW,E0J21_RS00705,E0J21_00705,-,-,-,sulfate ABC transporter permease subunit CysW,protein-coding,-,-,-,sulfate ABC transporter permease subunit CysW,20210424,-
1076926,64265260,E0J21_RS00710,E0J21_RS00710,E0J21_00710,-,-,-,sulfate/molybdate ABC transporter ATP-binding protein,protein-coding,-,-,-,sulfate/molybdate ABC transporter ATP-binding protein,20210424,-
1076926,64265261,E0J21_RS00715,E0J21_RS00715,E0J21_00715,-,-,-,cell wall hydrolase,protein-coding,-,-,-,cell wall hydrolase,20210424,-
1076926,64265262,pepT,E0J21_RS00720,E0J21_00720,-,-,-,peptidase T,protein-coding,-,-,-,peptidase T,20210424,-
1076926,64265263,E0J21_RS00725,E0J21_RS00725,E0J21_00725,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20210424,-
1076926,64265264,ugpC,E0J21_RS00730,E0J21_00730,-,-,-,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,protein-coding,-,-,-,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,20210424,-
1076926,64265265,E0J21_RS00735,E0J21_RS00735,E0J21_00735,-,-,-,carbohydrate ABC transporter permease,protein-coding,-,-,-,carbohydrate ABC transporter permease,20210424,-
1076926,64265266,E0J21_RS00740,E0J21_RS00740,E0J21_00740,-,-,-,sugar ABC transporter permease,protein-coding,-,-,-,sugar ABC transporter permease,20210426,-
1076926,64265267,E0J21_RS00745,E0J21_RS00745,E0J21_00745,-,-,-,sugar ABC transporter substrate-binding protein,protein-coding,-,-,-,sugar ABC transporter substrate-binding protein,20210426,-
1076926,64265268,E0J21_RS00750,E0J21_RS00750,E0J21_00750,-,-,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20210424,-
1076926,64265269,E0J21_RS00755,E0J21_RS00755,E0J21_00755,-,-,-,FadR family transcriptional regulator,protein-coding,-,-,-,FadR family transcriptional regulator,20210424,-
1076926,64265270,E0J21_RS00760,E0J21_RS00760,E0J21_00760,-,-,-,sulfite exporter TauE/SafE family protein,protein-coding,-,-,-,sulfite exporter TauE/SafE family protein,20210424,-
1076926,64265271,E0J21_RS00765,E0J21_RS00765,E0J21_00765,-,-,-,EamA family transporter,protein-coding,-,-,-,EamA family transporter,20210423,-
1076926,64265272,E0J21_RS00770,E0J21_RS00770,E0J21_00770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
1076926,64265273,E0J21_RS00775,E0J21_RS00775,E0J21_00775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1076926,64265274,E0J21_RS00780,E0J21_RS00780,E0J21_00780,-,-,-,iron ABC transporter permease,protein-coding,-,-,-,iron ABC transporter permease,20210424,-
