#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1458846,18506329,2,CG97_gp02,PBI_RHYNO_2,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20200719,-
1458846,18506376,48,CG97_gp34,PBI_RHYNO_48,-,-,-,ThyX-like thymidylate synthase,protein-coding,-,-,-,ThyX-like thymidylate synthase,20200719,-
1458846,18506377,49,CG97_gp33,PBI_RHYNO_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506378,50,CG97_gp32,PBI_RHYNO_50,-,-,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20200719,-
1458846,18506379,51,CG97_gp31,PBI_RHYNO_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506380,52,CG97_gp30,PBI_RHYNO_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506381,53,CG97_gp29,PBI_RHYNO_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506382,54,CG97_gp28,PBI_RHYNO_54,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20200719,-
1458846,18506383,55,CG97_gp27,PBI_RHYNO_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506384,56,CG97_gp26,PBI_RHYNO_56,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210406,-
1458846,18506385,57,CG97_gp25,PBI_RHYNO_57,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20200719,-
1458846,18506386,58,CG97_gp24,PBI_RHYNO_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506387,59,CG97_gp23,PBI_RHYNO_59,-,-,-,EndoVII,protein-coding,-,-,-,EndoVII,20210406,-
1458846,18506388,60,CG97_gp22,PBI_RHYNO_60,-,-,-,hydrolase,protein-coding,-,-,-,hydrolase,20200719,-
1458846,18506389,61,CG97_gp21,PBI_RHYNO_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506390,62,CG97_gp20,PBI_RHYNO_62,-,-,-,DnaB-like dsDNA helicase,protein-coding,-,-,-,DnaB-like dsDNA helicase,20200719,-
1458846,18506391,63,CG97_gp19,PBI_RHYNO_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506392,64,CG97_gp18,PBI_RHYNO_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506393,65,CG97_gp17,PBI_RHYNO_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506394,66,CG97_gp16,PBI_RHYNO_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506395,67,CG97_gp15,PBI_RHYNO_67,-,-,-,Cas4 family exonuclease,protein-coding,-,-,-,Cas4 family exonuclease,20200719,-
1458846,18506396,68,CG97_gp14,PBI_RHYNO_68,-,-,-,SprT-like protein,protein-coding,-,-,-,SprT-like protein,20200719,-
1458846,18506397,69,CG97_gp13,PBI_RHYNO_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506398,70,CG97_gp12,PBI_RHYNO_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506399,71,CG97_gp11,PBI_RHYNO_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506400,72,CG97_gp10,PBI_RHYNO_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506401,73,CG97_gp09,PBI_RHYNO_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506402,74,CG97_gp08,PBI_RHYNO_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18506403,75,CG97_gp07,PBI_RHYNO_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1458846,18558827,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Mycobacteriophage RhynO).,other,-,-,-,-,20200513,-
