#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
947379,54982494,HOS05_gp030,HOS05_gp030,HOS05_000030,-,-,-,structural component of the tail fiber,protein-coding,-,-,-,structural component of the tail fiber,20210603,-
947379,65133722,HOS05_gp012,HOS05_gp012,HOS05_000012,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20210603,-
947379,65133723,HOS05_gp013,HOS05_gp013,HOS05_000013,-,-,-,prohead protease,protein-coding,-,-,-,prohead protease,20210603,-
947379,65133724,HOS05_gp014,HOS05_gp014,HOS05_000014,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133725,HOS05_gp015,HOS05_gp015,HOS05_000015,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210603,-
947379,65133726,HOS05_gp016,HOS05_gp016,HOS05_000016,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133727,HOS05_gp017,HOS05_gp017,HOS05_000017,-,-,-,prohead protease,protein-coding,-,-,-,prohead protease,20210603,-
947379,65133728,HOS05_gp018,HOS05_gp018,HOS05_000018,-,-,-,head completion protein,protein-coding,-,-,-,head completion protein,20210603,-
947379,65133729,HOS05_gp019,HOS05_gp019,HOS05_000019,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133730,HOS05_gp020,HOS05_gp020,HOS05_000020,-,-,-,baseplate hub assembly protein,protein-coding,-,-,-,baseplate hub assembly protein,20210603,-
947379,65133731,HOS05_gp021,HOS05_gp021,HOS05_000021,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133732,HOS05_gp022,HOS05_gp022,HOS05_000022,-,-,-,tail sheath protein,protein-coding,-,-,-,tail sheath protein,20210603,-
947379,65133733,HOS05_gp023,HOS05_gp023,HOS05_000023,-,-,-,tail tube protein,protein-coding,-,-,-,tail tube protein,20210603,-
947379,65133734,HOS05_gp024,HOS05_gp024,HOS05_000024,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133735,HOS05_gp025,HOS05_gp025,HOS05_000025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133736,HOS05_gp026,HOS05_gp026,HOS05_000026,-,-,-,tail tape measure protein,protein-coding,-,-,-,tail tape measure protein,20210603,-
947379,65133737,HOS05_gp027,HOS05_gp027,HOS05_000027,-,-,-,RNA polymerase,protein-coding,-,-,-,RNA polymerase,20210603,-
947379,65133738,HOS05_gp028,HOS05_gp028,HOS05_000028,-,-,-,tail lysin,protein-coding,-,-,-,tail lysin,20210603,-
947379,65133739,HOS05_gp029,HOS05_gp029,HOS05_000029,-,-,-,tail lysin,protein-coding,-,-,-,tail lysin,20210603,-
947379,65133740,HOS05_gp031,HOS05_gp031,HOS05_000031,-,-,-,minor structural protein,protein-coding,-,-,-,minor structural protein,20210603,-
947379,65133741,HOS05_gp032,HOS05_gp032,HOS05_000032,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133742,HOS05_gp033,HOS05_gp033,HOS05_000033,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133743,HOS05_gp034,HOS05_gp034,HOS05_000034,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133744,HOS05_gp035,HOS05_gp035,HOS05_000035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133745,HOS05_gp036,HOS05_gp036,HOS05_000036,-,-,-,baseplate,protein-coding,-,-,-,baseplate,20210603,-
947379,65133746,HOS05_gp037,HOS05_gp037,HOS05_000037,-,-,-,baseplate J family structural protein,protein-coding,-,-,-,baseplate J family structural protein,20210603,-
947379,65133747,HOS05_gp038,HOS05_gp038,HOS05_000038,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133748,HOS05_gp039,HOS05_gp039,HOS05_000039,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20210603,-
947379,65133749,HOS05_gp040,HOS05_gp040,HOS05_000040,-,-,-,adsorption associated tail protein,protein-coding,-,-,-,adsorption associated tail protein,20210603,-
947379,65133750,HOS05_gp041,HOS05_gp041,HOS05_000041,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133751,HOS05_gp042,HOS05_gp042,HOS05_000042,-,-,-,helicase,protein-coding,-,-,-,helicase,20210603,-
947379,65133752,HOS05_gp043,HOS05_gp043,HOS05_000043,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210603,-
947379,65133753,HOS05_gp044,HOS05_gp044,HOS05_000044,-,-,-,helicase DnaB-like,protein-coding,-,-,-,helicase DnaB-like,20210603,-
947379,65133754,HOS05_gp045,HOS05_gp045,HOS05_000045,-,-,-,recombination exonuclease,protein-coding,-,-,-,recombination exonuclease,20210603,-
947379,65133755,HOS05_gp046,HOS05_gp046,HOS05_000046,-,-,-,recombination endonuclease,protein-coding,-,-,-,recombination endonuclease,20210603,-
947379,65133756,HOS05_gp047,HOS05_gp047,HOS05_000047,-,-,-,repressor,protein-coding,-,-,-,repressor,20210603,-
947379,65133757,HOS05_gp048,HOS05_gp048,HOS05_000048,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210603,-
947379,65133758,HOS05_gp049,HOS05_gp049,HOS05_000049,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133759,HOS05_gp050,HOS05_gp050,HOS05_000050,-,-,-,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, phage associated",protein-coding,-,-,-,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, phage associated",20210603,-
947379,65133760,HOS05_gp051,HOS05_gp051,HOS05_000051,-,-,-,dUTPase,protein-coding,-,-,-,dUTPase,20210603,-
947379,65133761,HOS05_gp052,HOS05_gp052,HOS05_000052,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133762,HOS05_gp053,HOS05_gp053,HOS05_000053,-,-,-,phosphotransferase/anion transport protein,protein-coding,-,-,-,phosphotransferase/anion transport protein,20210603,-
947379,65133763,HOS05_gp054,HOS05_gp054,HOS05_000054,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133764,HOS05_gp055,HOS05_gp055,HOS05_000055,-,-,-,resolvase,protein-coding,-,-,-,resolvase,20210603,-
947379,65133765,HOS05_gp056,HOS05_gp056,HOS05_000056,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133766,HOS05_gp057,HOS05_gp057,HOS05_000057,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133767,HOS05_gp058,HOS05_gp058,HOS05_000058,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133768,HOS05_gp059,HOS05_gp059,HOS05_000059,-,-,-,integration host factor,protein-coding,-,-,-,integration host factor,20210603,-
947379,65133769,HOS05_gp060,HOS05_gp060,HOS05_000060,-,-,-,DNA polymerase I,protein-coding,-,-,-,DNA polymerase I,20210603,-
947379,65133770,HOS05_gp061,HOS05_gp061,HOS05_000061,-,-,-,recombination protein,protein-coding,-,-,-,recombination protein,20210603,-
947379,65133771,HOS05_gp062,HOS05_gp062,HOS05_000062,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133772,HOS05_gp063,HOS05_gp063,HOS05_000063,-,-,-,recombinase A,protein-coding,-,-,-,recombinase A,20210603,-
947379,65133773,HOS05_gp064,HOS05_gp064,HOS05_000064,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133774,HOS05_gp065,HOS05_gp065,HOS05_000065,-,-,-,sigma factor,protein-coding,-,-,-,sigma factor,20210603,-
947379,65133775,HOS05_gp066,HOS05_gp066,HOS05_000066,-,-,-,holin,protein-coding,-,-,-,holin,20210603,-
947379,65133776,HOS05_gp067,HOS05_gp067,HOS05_000067,-,-,-,Ig-like protein,protein-coding,-,-,-,Ig-like protein,20210603,-
947379,65133777,HOS05_gp068,HOS05_gp068,HOS05_000068,-,-,-,structural protein,protein-coding,-,-,-,structural protein,20210603,-
947379,65133778,HOS05_gp069,HOS05_gp069,HOS05_000069,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133779,HOS05_gp070,HOS05_gp070,HOS05_000070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133780,HOS05_gp071,HOS05_gp071,HOS05_000071,-,-,-,metallophosphoesterase domain containing protein,protein-coding,-,-,-,metallophosphoesterase domain containing protein,20210603,-
947379,65133781,HOS05_gp072,HOS05_gp072,HOS05_000072,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133782,HOS05_gp073,HOS05_gp073,HOS05_000073,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133783,HOS05_gp074,HOS05_gp074,HOS05_000074,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133784,HOS05_gp075,HOS05_gp075,HOS05_000075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133785,HOS05_gp076,HOS05_gp076,HOS05_000076,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133786,HOS05_gp077,HOS05_gp077,HOS05_000077,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133787,HOS05_gp078,HOS05_gp078,HOS05_000078,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20210603,-
947379,65133788,HOS05_gp079,HOS05_gp079,HOS05_000079,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133789,HOS05_gp080,HOS05_gp080,HOS05_000080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133790,HOS05_gp081,HOS05_gp081,HOS05_000081,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133791,HOS05_gp082,HOS05_gp082,HOS05_000082,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133792,HOS05_gp083,HOS05_gp083,HOS05_000083,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133793,HOS05_gp084,HOS05_gp084,HOS05_000084,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133794,HOS05_gp085,HOS05_gp085,HOS05_000085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133795,HOS05_gp086,HOS05_gp086,HOS05_000086,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210603,-
947379,65133796,HOS05_gp087,HOS05_gp087,HOS05_000087,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133797,HOS05_gp088,HOS05_gp088,HOS05_000088,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133798,HOS05_gp089,HOS05_gp089,HOS05_000089,-,-,-,LPXTG-motif cell wall anchor domain protein,protein-coding,-,-,-,LPXTG-motif cell wall anchor domain protein,20210603,-
947379,65133799,HOS05_gp090,HOS05_gp090,HOS05_000090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133800,HOS05_gp091,HOS05_gp091,HOS05_000091,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133801,HOS05_gp092,HOS05_gp092,HOS05_000092,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133802,HOS05_gp093,HOS05_gp093,HOS05_000093,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133803,HOS05_gp094,HOS05_gp094,HOS05_000094,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133804,HOS05_gp095,HOS05_gp095,HOS05_000095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133805,HOS05_gp096,HOS05_gp096,HOS05_000096,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133806,HOS05_gp097,HOS05_gp097,HOS05_000097,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133807,HOS05_gp098,HOS05_gp098,HOS05_000098,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133808,HOS05_gp099,HOS05_gp099,HOS05_000099,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133809,HOS05_gp100,HOS05_gp100,HOS05_000100,-,-,-,cytidine deaminase,protein-coding,-,-,-,cytidine deaminase,20210603,-
947379,65133810,HOS05_gp101,HOS05_gp101,HOS05_000101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133811,HOS05_gp102,HOS05_gp102,HOS05_000102,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133812,HOS05_gp103,HOS05_gp103,HOS05_000103,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133813,HOS05_gp104,HOS05_gp104,HOS05_000104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133814,HOS05_gp105,HOS05_gp105,HOS05_000105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133815,HOS05_gp106,HOS05_gp106,HOS05_000106,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133816,HOS05_gp107,HOS05_gp107,HOS05_000107,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133817,HOS05_gp108,HOS05_gp108,HOS05_000108,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133818,HOS05_gp109,HOS05_gp109,HOS05_000109,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133819,HOS05_gp110,HOS05_gp110,HOS05_000110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133820,HOS05_gp111,HOS05_gp111,HOS05_000111,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133821,HOS05_gp112,HOS05_gp112,HOS05_000112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133822,HOS05_gp113,HOS05_gp113,HOS05_000113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133823,HOS05_gp114,HOS05_gp114,HOS05_000114,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133824,HOS05_gp115,HOS05_gp115,HOS05_000115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133825,HOS05_gp116,HOS05_gp116,HOS05_000116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133826,HOS05_gp117,HOS05_gp117,HOS05_000117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133827,HOS05_gp118,HOS05_gp118,HOS05_000118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133828,HOS05_gp119,HOS05_gp119,HOS05_000119,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133829,HOS05_gp120,HOS05_gp120,HOS05_000120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133830,HOS05_gp121,HOS05_gp121,HOS05_000121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133831,HOS05_gp122,HOS05_gp122,HOS05_000122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133832,HOS05_gp123,HOS05_gp123,HOS05_000123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133833,HOS05_gp124,HOS05_gp124,HOS05_000124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133834,HOS05_gp125,HOS05_gp125,HOS05_000125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133835,HOS05_gp126,HOS05_gp126,HOS05_000126,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133836,HOS05_gp127,HOS05_gp127,HOS05_000127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133837,HOS05_gp128,HOS05_gp128,HOS05_000128,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133838,HOS05_gp129,HOS05_gp129,HOS05_000129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133839,HOS05_gp130,HOS05_gp130,HOS05_000130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133840,HOS05_gp131,HOS05_gp131,HOS05_000131,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210603,-
947379,65133841,HOS05_gp132,HOS05_gp132,HOS05_000132,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133842,HOS05_gp133,HOS05_gp133,HOS05_000133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133843,HOS05_gp134,HOS05_gp134,HOS05_000134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133844,HOS05_gp135,HOS05_gp135,HOS05_000135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133845,HOS05_gp136,HOS05_gp136,HOS05_000136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133846,HOS05_gp137,HOS05_gp137,HOS05_000137,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133847,HOS05_gp138,HOS05_gp138,HOS05_000138,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133848,HOS05_gp139,HOS05_gp139,HOS05_000139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133849,HOS05_gp140,HOS05_gp140,HOS05_000140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133850,HOS05_gp141,HOS05_gp141,HOS05_000141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133851,HOS05_gp142,HOS05_gp142,HOS05_000142,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133852,HOS05_gp143,HOS05_gp143,HOS05_000143,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133853,HOS05_gp144,HOS05_gp144,HOS05_000144,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133854,HOS05_gp145,HOS05_gp145,HOS05_000145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133855,HOS05_gp146,HOS05_gp146,HOS05_000146,-,-,-,transmembrane protein,protein-coding,-,-,-,transmembrane protein,20210603,-
947379,65133856,HOS05_gp147,HOS05_gp147,HOS05_000147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133857,HOS05_gp148,HOS05_gp148,HOS05_000148,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133858,HOS05_gp149,HOS05_gp149,HOS05_000149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133859,HOS05_gp150,HOS05_gp150,HOS05_000150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133860,HOS05_gp151,HOS05_gp151,HOS05_000151,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133861,HOS05_gp152,HOS05_gp152,HOS05_000152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133862,HOS05_gp153,HOS05_gp153,HOS05_000153,-,-,-,Prophage Lp1 protein 31,protein-coding,-,-,-,Prophage Lp1 protein 31,20210603,-
947379,65133863,HOS05_gp154,HOS05_gp154,HOS05_000154,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133864,HOS05_gp155,HOS05_gp155,HOS05_000155,-,-,-,DUF1642 domain-containing protein,protein-coding,-,-,-,DUF1642 domain-containing protein,20210603,-
947379,65133865,HOS05_gp156,HOS05_gp156,HOS05_000156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133866,HOS05_gp157,HOS05_gp157,HOS05_000157,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133867,HOS05_gp158,HOS05_gp158,HOS05_000158,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133868,HOS05_gp159,HOS05_gp159,HOS05_000159,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210603,-
947379,65133869,HOS05_gp160,HOS05_gp160,HOS05_000160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133870,HOS05_gp161,HOS05_gp161,HOS05_000161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133871,HOS05_gp162,HOS05_gp162,HOS05_000162,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133872,HOS05_gp163,HOS05_gp163,HOS05_000163,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133873,HOS05_gp164,HOS05_gp164,HOS05_000164,-,-,-,GTP cyclohydrolase II,protein-coding,-,-,-,GTP cyclohydrolase II,20210603,-
947379,65133874,HOS05_gp165,HOS05_gp165,HOS05_000165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133875,HOS05_gp166,HOS05_gp166,HOS05_000166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133876,HOS05_gp167,HOS05_gp167,HOS05_000167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133877,HOS05_gp168,HOS05_gp168,HOS05_000168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133878,HOS05_gp169,HOS05_gp169,HOS05_000169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133879,HOS05_gp170,HOS05_gp170,HOS05_000170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133880,HOS05_gp171,HOS05_gp171,HOS05_000171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133881,HOS05_gp172,HOS05_gp172,HOS05_000172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133882,HOS05_gp173,HOS05_gp173,HOS05_000173,-,-,-,serine/threonine protein phosphatase,protein-coding,-,-,-,serine/threonine protein phosphatase,20210603,-
947379,65133883,HOS05_gp174,HOS05_gp174,HOS05_000174,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133884,HOS05_gp175,HOS05_gp175,HOS05_000175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133885,HOS05_gp176,HOS05_gp176,HOS05_000176,-,-,-,phosphoesterase,protein-coding,-,-,-,phosphoesterase,20210603,-
947379,65133886,HOS05_gp177,HOS05_gp177,HOS05_000177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133887,HOS05_gp178,HOS05_gp178,HOS05_000178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133888,HOS05_gp179,HOS05_gp179,HOS05_000179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133889,HOS05_gp180,HOS05_gp180,HOS05_000180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133890,HOS05_gp181,HOS05_gp181,HOS05_000181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133891,HOS05_gp182,HOS05_gp182,HOS05_000182,-,-,-,tail length tape-measure protein,protein-coding,-,-,-,tail length tape-measure protein,20210603,-
947379,65133892,HOS05_gp183,HOS05_gp183,HOS05_000183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133893,HOS05_gp184,HOS05_gp184,HOS05_000184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
947379,65133894,HOS05_gp185,HOS05_gp185,HOS05_000185,-,-,-,adsorption protein,protein-coding,-,-,-,adsorption protein,20210603,-
947379,65133895,HOS05_gp186,HOS05_gp186,HOS05_000186,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210603,-
