#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1983576,60332758,2,I5H78_gp002,SEA_PIPPY_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210417,-
1983576,60332773,18,I5H78_gp018,SEA_PIPPY_18,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1983576,60332774,19,I5H78_gp019,SEA_PIPPY_19,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1983576,60332775,20,I5H78_gp020,SEA_PIPPY_20,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332776,21,I5H78_gp021,SEA_PIPPY_21,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332777,22,I5H78_gp022,SEA_PIPPY_22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332778,23,I5H78_gp023,SEA_PIPPY_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332779,24,I5H78_gp024,SEA_PIPPY_24,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20210424,-
1983576,60332780,25,I5H78_gp025,SEA_PIPPY_25,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20201129,-
1983576,60332781,26,I5H78_gp026,SEA_PIPPY_26,-,-,-,holin,protein-coding,-,-,-,holin,20210129,-
1983576,60332782,27,I5H78_gp027,SEA_PIPPY_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
1983576,60332783,28,I5H78_gp028,SEA_PIPPY_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332784,29,I5H78_gp029,SEA_PIPPY_29,-,-,-,DNA polymerase III subunit,protein-coding,-,-,-,DNA polymerase III subunit,20210129,-
1983576,60332785,30,I5H78_gp030,SEA_PIPPY_30,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332786,31,I5H78_gp031,SEA_PIPPY_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332787,32,I5H78_gp032,SEA_PIPPY_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332788,33,I5H78_gp033,SEA_PIPPY_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332789,34,I5H78_gp034,SEA_PIPPY_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332790,35,I5H78_gp035,SEA_PIPPY_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332791,36,I5H78_gp036,SEA_PIPPY_36,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
1983576,60332792,37,I5H78_gp037,SEA_PIPPY_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332793,38,I5H78_gp038,SEA_PIPPY_38,-,-,-,integrase,protein-coding,-,-,-,integrase,20210529,-
1983576,60332794,39,I5H78_gp039,SEA_PIPPY_39,-,-,-,ReIB-like toxin,protein-coding,-,-,-,ReIB-like toxin,20210417,-
1983576,60332795,40,I5H78_gp040,SEA_PIPPY_40,-,-,-,ReIE-like antitoxin,protein-coding,-,-,-,ReIE-like antitoxin,20210403,-
1983576,60332796,41,I5H78_gp041,SEA_PIPPY_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332797,42,I5H78_gp042,SEA_PIPPY_42,-,-,-,peptidase,protein-coding,-,-,-,peptidase,20201129,-
1983576,60332798,43,I5H78_gp043,SEA_PIPPY_43,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20201129,-
1983576,60332799,44,I5H78_gp044,SEA_PIPPY_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332800,45,I5H78_gp045,SEA_PIPPY_45,-,-,-,antirepressor,protein-coding,-,-,-,antirepressor,20210424,-
1983576,60332801,46,I5H78_gp046,SEA_PIPPY_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332802,47,I5H78_gp047,SEA_PIPPY_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332803,49,I5H78_gp049,SEA_PIPPY_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332804,50,I5H78_gp050,SEA_PIPPY_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332805,51,I5H78_gp051,SEA_PIPPY_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332806,52,I5H78_gp052,SEA_PIPPY_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332807,53,I5H78_gp053,SEA_PIPPY_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332808,54,I5H78_gp054,SEA_PIPPY_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
1983576,60332809,55,I5H78_gp055,SEA_PIPPY_55,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210406,-
1983576,60332810,56,I5H78_gp056,SEA_PIPPY_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1983576,60332811,57,I5H78_gp057,SEA_PIPPY_57,-,-,-,WhiB family transcription factor,protein-coding,-,-,-,WhiB family transcription factor,20210424,-
1983576,60332812,58,I5H78_gp058,SEA_PIPPY_58,-,-,-,HTH DNA binding protein,protein-coding,-,-,-,HTH DNA binding protein,20210424,-
1983576,60332813,59,I5H78_gp059,SEA_PIPPY_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332814,60,I5H78_gp060,SEA_PIPPY_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332815,61,I5H78_gp061,SEA_PIPPY_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332816,62,I5H78_gp062,SEA_PIPPY_62,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210515,-
1983576,60332817,64,I5H78_gp064,SEA_PIPPY_64,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210515,-
1983576,60332818,65,I5H78_gp065,SEA_PIPPY_65,-,-,-,helicase,protein-coding,-,-,-,helicase,20210515,-
1983576,60332819,66,I5H78_gp066,SEA_PIPPY_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210515,-
1983576,60332820,67,I5H78_gp067,SEA_PIPPY_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332821,68,I5H78_gp068,SEA_PIPPY_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332822,69,I5H78_gp069,SEA_PIPPY_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332823,70,I5H78_gp070,SEA_PIPPY_70,-,-,-,G-I-Y-Y-I-G endonuclease,protein-coding,-,-,-,G-I-Y-Y-I-G endonuclease,20210424,-
1983576,60332824,71,I5H78_gp071,SEA_PIPPY_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332825,72,I5H78_gp072,SEA_PIPPY_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332826,75,I5H78_gp075,SEA_PIPPY_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332827,76,I5H78_gp076,SEA_PIPPY_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332828,77,I5H78_gp077,SEA_PIPPY_77,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332829,78,I5H78_gp078,SEA_PIPPY_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332830,79,I5H78_gp079,SEA_PIPPY_79,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332831,81,I5H78_gp081,SEA_PIPPY_81,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332832,82,I5H78_gp082,SEA_PIPPY_82,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332833,83,I5H78_gp083,SEA_PIPPY_83,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332834,84,I5H78_gp084,SEA_PIPPY_84,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332835,85,I5H78_gp085,SEA_PIPPY_85,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332836,86,I5H78_gp086,SEA_PIPPY_86,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332837,88,I5H78_gp088,SEA_PIPPY_88,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332838,90,I5H78_gp090,SEA_PIPPY_90,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332839,91,I5H78_gp091,SEA_PIPPY_91,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332840,92,I5H78_gp092,SEA_PIPPY_92,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332841,93,I5H78_gp093,SEA_PIPPY_93,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332842,94,I5H78_gp094,SEA_PIPPY_94,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332843,95,I5H78_gp095,SEA_PIPPY_95,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332844,96,I5H78_gp096,SEA_PIPPY_96,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332845,97,I5H78_gp097,SEA_PIPPY_97,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332846,98,I5H78_gp098,SEA_PIPPY_98,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332847,99,I5H78_gp099,SEA_PIPPY_99,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332848,101,I5H78_gp101,SEA_PIPPY_101,-,-,-,serine/threonine kinase,protein-coding,-,-,-,serine/threonine kinase,20201129,-
1983576,60332849,103,I5H78_gp103,SEA_PIPPY_103,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210417,-
1983576,60332850,89,I5H78_gp089,SEA_PIPPY_89,-,-,-,G-I-Y-Y-I-G endonuclease,protein-coding,-,-,-,G-I-Y-Y-I-G endonuclease,20210406,-
1983576,60332851,14,I5H78_gp014,SEA_PIPPY_14,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210515,-
1983576,60332852,63,I5H78_gp063,SEA_PIPPY_63,-,-,-,DNA recombinase,protein-coding,-,-,-,DNA recombinase,20201129,-
1983576,60332853,100,I5H78_gp100,SEA_PIPPY_100,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210515,-
1983576,60332854,102,I5H78_gp102,SEA_PIPPY_102,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210424,-
1983576,60332855,74,I5H78_gp074,SEA_PIPPY_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332856,48,I5H78_gp048,SEA_PIPPY_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332857,73,I5H78_gp073,SEA_PIPPY_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332858,87,I5H78_gp087,SEA_PIPPY_87,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1983576,60332859,80,I5H78_gp080,SEA_PIPPY_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1983576,60332860,1,I5H78_gp001,SEA_PIPPY_1,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201129,-
1983576,60338591,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20201130,-
